,Name,Yrs_College,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS
0,Patrick Ewing,4,Georgetown,Big East,37,30.6,5.9,9.5,.625,,,,,,,2.8,4.3,.638,9.2,1.3,1.1,3.6,2.2,2.9,14.6,5.77
0,Wayman Tisdale,3,Oklahoma,Big 8,37,34.7,10.0,17.3,.578,,,,,,,5.2,7.4,.703,10.2,1.3,0.9,1.4,2.0,3.0,25.2,5.61
0,Benoit Benjamin,3,Creighton,MVC,32,37.3,8.1,13.8,.582,,,,,,,5.4,7.3,.738,14.1,2.1,0.8,5.1,2.8,3.1,21.5,5.36
0,Xavier McDaniel,4,Wichita State,MVC,31,36.9,11.3,20.3,.559,,,,,,,4.6,7.2,.634,14.8,2.2,1.5,1.0,3.2,3.3,27.2,4.33
0,Jon Koncak,4,SMU,SWC,33,32.8,6.6,11.2,.592,,,,,,,3.9,5.8,.667,10.7,1.3,0.4,2.8,2.5,3.5,17.2,3.32
0,Joe Kleine,5,Arkansas,SWC,35,36.8,8.4,13.8,.607,,,,,,,5.3,7.3,.720,8.4,0.7,1.1,0.5,2.5,2.8,22.1,6.19
0,Chris Mullin,4,St. John's (NY),Big East,35,37.9,7.2,13.8,.521,,,,,,,5.5,6.7,.824,4.8,4.3,2.1,0.5,2.6,1.9,19.8,7.06
0,Detlef Schrempf,4,Washington,Pac-10,32,36.9,6.0,10.7,.558,,,,,,,3.9,5.5,.714,8.0,4.2,0.5,0.6,3.6,2.8,15.8,5.88
0,Ed Pinckney,4,Villanova,Big East,35,33.9,5.1,8.4,.600,,,,,,,5.5,7.5,.730,8.9,2.0,1.5,1.8,2.5,3.2,15.6,7.29
0,Keith Lee,4,Memphis,Metro,35,32.6,7.6,15.3,.496,,,,,,,4.5,5.7,.780,9.2,1.5,0.7,1.3,2.6,3.5,19.7,5.72
0,Kenny Green,3,Wake Forest,ACC,28,36.7,7.3,14.4,.505,,,,,,,2.5,3.8,.645,8.3,1.3,0.8,1.6,2.3,2.5,17.0,6.98
0,Karl Malone,3,Louisiana Tech,Southland,32,28.9,6.8,12.5,.541,,,,,,,3.0,5.3,.571,9.0,2.3,1.5,0.5,2.6,3.6,16.5,-1.38
0,Alfredrick Hughes,4,Loyola (IL),MW City,33,37.9,11.1,22.9,.484,,,,,,,4.1,5.9,.697,9.5,1.1,1.2,0.1,2.5,2.8,26.3,4.07
0,Blair Rasmussen,4,Oregon,Pac-10,31,34.9,6.3,12.3,.512,,,,,,,3.5,4.9,.722,7.2,1.1,0.5,1.1,2.1,3.5,16.1,5.27
0,Bill Wennington,4,St. John's (NY),Big East,35,31.4,4.8,8.0,.602,,,,,,,2.9,3.6,.816,6.4,1.6,0.6,1.5,1.6,3.4,12.5,7.06
0,Uwe Blab,4,Indiana,Big Ten,33,30.0,6.4,11.4,.565,,,,,,,3.2,4.5,.714,6.3,1.4,0.5,2.2,2.2,3.0,16.0,9.60
0,Joe Dumars,4,McNeese State,Southland,27,,9.2,18.6,.495,,,,,,,7.4,8.7,.852,4.9,3.9,2.1,0.1,2.9,2.6,25.8,-0.49
0,Steve Harris,4,Tulsa,MVC,31,34.5,8.8,16.1,.547,,,,,,,6.0,6.9,.865,4.3,2.6,2.5,0.2,2.0,2.3,23.6,3.74
0,Sam Vincent,4,Michigan State,Big Ten,29,37.7,8.4,15.5,.544,,,,,,,6.1,7.2,.846,3.9,4.0,1.4,0.1,4.0,2.9,23.0,7.70
0,Terry Catledge,3,South Alabama,Sun Belt,28,37.1,10.2,19.1,.532,,,,,,,5.3,8.9,.592,11.5,0.9,0.0,0.5,0.1,0.1,25.6,1.02
0,Jerry Reynolds,3,LSU,SEC,29,27.7,4.4,8.8,.502,,,,,,,2.2,3.7,.598,6.1,3.6,1.7,0.4,2.8,2.4,11.0,8.00
0,A.C. Green,4,Oregon State,Pac-10,31,38.4,7.0,11.7,.599,,,,,,,5.1,7.5,.680,9.2,2.0,1.4,0.6,2.4,2.1,19.1,4.27
0,Mike Smrek,4,Canisius,ECACN,28,29.0,6.1,10.2,.601,,,,,,,3.5,5.3,.655,6.9,1.1,0.5,1.9,2.8,3.1,15.8,-5.41
0,Bill Martin,4,Georgetown,Big East,38,30.2,5.2,9.5,.543,,,,,,,2.0,3.1,.650,6.2,0.7,1.0,0.3,1.8,2.4,12.3,5.77
0,Dwayne McClain,4,Villanova,Big East,35,31.8,5.9,10.3,.574,,,,,,,3.0,3.9,.774,4.1,2.2,1.0,0.4,2.4,2.9,14.8,7.29
0,Ken Johnson,4,Michigan State,Big Ten,28,35.4,4.6,7.6,.604,,,,,,,1.6,3.5,.455,10.2,0.6,0.5,2.6,2.3,2.5,10.8,7.70
0,Mike Brittain,4,South Carolina,Metro,24,26.4,4.0,9.2,.441,,,,,,,2.3,4.0,.583,7.3,1.0,0.2,2.0,2.4,2.8,10.4,2.97
0,Nick Vanos,4,Santa Clara,WCAC,29,34.6,6.7,12.9,.517,,,,,,,3.5,5.7,.618,10.8,1.7,0.7,2.0,2.9,2.6,16.8,0.34
0,Greg Stokes,4,Iowa,Big Ten,32,35.9,8.2,15.0,.547,,,,,,,3.6,5.3,.671,8.4,1.5,1.5,1.9,2.4,3.0,19.9,6.84
0,Tyrone Corbin,4,DePaul,Ind,29,34.6,6.5,12.2,.534,,,,,,,2.9,3.5,.814,8.1,2.4,1.6,0.4,2.5,2.8,15.9,4.82
0,Yvon Joseph,3,Georgia Tech,ACC,34,30.9,4.4,7.9,.563,,,,,,,2.7,3.6,.740,6.6,1.0,0.7,0.1,2.7,3.0,11.6,7.41
0,Carey Scurry,3,LIU,ECACM,28,,8.0,14.8,.542,,,,,,,5.1,7.1,.710,14.1,3.1,2.9,2.8,,,21.1,-6.93
0,Mark Acres,4,Oral Roberts,MW City,29,33.1,7.6,13.1,.582,,,,,,,3.5,5.6,.626,9.7,1.9,1.4,1.0,2.5,3.7,18.8,3.99
0,Lorenzo Charles,4,NC State,ACC,33,33.5,7.2,12.5,.574,,,,,,,3.8,5.4,.702,6.4,0.8,0.4,0.7,1.4,1.8,18.1,6.78
0,Barry Stevens,4,Iowa State,Big 8,34,35.6,8.9,17.9,.496,,,,,,,4.0,5.0,.801,4.1,1.7,1.3,0.1,2.3,2.2,21.7,5.60
0,Voise Winters,4,Bradley,MVC,30,37.7,8.7,16.5,.528,,,,,,,3.5,4.7,.732,6.5,2.3,0.7,0.3,1.9,2.4,20.9,4.33
0,Hot Rod Williams,4,Tulane,Metro,28,35.9,6.8,11.9,.566,,,,,,,4.3,5.5,.774,7.8,2.3,0.6,2.3,2.7,2.6,17.8,3.99
0,Adrian Branch,4,Maryland,ACC,37,35.1,7.3,14.3,.510,,,,,,,3.5,4.6,.762,4.9,2.2,1.2,0.5,2.7,3.3,18.1,8.47
0,Gerald Wilkins,3,Chattanooga,Southern,32,37.1,8.6,16.6,.519,,,,,,,3.8,5.9,.632,4.6,2.6,1.8,0.2,2.8,2.0,21.0,-2.04
0,Brad Wright,4,UCLA,Pac-10,33,32.4,4.0,7.6,.522,,,,,,,2.5,4.0,.634,8.7,1.9,0.7,1.3,2.1,3.3,10.5,5.12
0,Sam Mitchell,4,Mercer,TAAC,31,37.3,9.5,18.4,.516,,,,,,,6.0,8.0,.750,8.2,1.4,1.6,1.1,2.0,2.8,25.0,-7.19
0,Sedric Toney,2,Dayton,Ind,27,30.9,4.8,10.1,.474,,,,,,,3.3,4.3,.783,2.9,3.5,0.9,0.1,3.0,3.1,13.0,4.55
0,Perry Young,4,Virginia Tech,Metro,29,35.2,7.1,14.3,.499,,,,,,,4.2,6.3,.670,7.4,2.7,1.5,0.2,2.5,2.7,18.5,2.40
0,Harold Keeling,4,Santa Clara,WCAC,29,34.4,7.6,14.7,.515,,,,,,,4.6,6.4,.724,5.2,3.2,2.5,0.4,2.0,2.0,19.8,0.34
0,Michael Adams,4,Boston College,Big East,31,33.7,6.2,13.3,.467,,,,,,,2.9,3.8,.748,3.3,5.2,2.3,0.1,3.1,2.4,15.3,6.23
0,Mike Brown,4,George Washington,A-10,26,36.0,5.9,12.3,.480,5.9,12.3,.480,0.0,0.0,,4.8,7.3,.649,11.0,2.2,1.0,0.7,3.3,2.7,16.6,-1.66
0,Fred Cofield,5,Eastern Michigan,MAC,28,38.4,8.5,17.5,.485,,,,,,,3.6,4.5,.795,2.8,5.9,1.6,,,2.9,20.6,0.94
0,Alex Stivrins,5,Colorado,Big 8,27,35.8,6.3,12.4,.509,,,,,,,3.1,4.8,.659,11.7,3.7,1.4,1.2,2.6,2.7,15.7,5.28
0,Mark Davis,4,Old Dominion,Sun Belt,31,33.0,5.5,11.2,.489,,,,,,,3.0,3.8,.790,4.5,3.3,1.2,0.1,2.1,2.5,14.0,6.10
0,Scott Roth,4,Wisconsin,Big Ten,28,33.1,7.1,13.0,.542,,,,,,,4.2,5.6,.750,3.1,2.6,0.9,0.1,2.6,2.0,18.3,7.35
0,Delaney Rudd,4,Wake Forest,ACC,29,34.5,7.2,15.6,.465,,,,,,,2.2,2.7,.818,2.6,2.8,1.0,0.1,1.9,3.2,16.7,6.98
0,John Battle,4,Rutgers,A-10,29,35.1,8.0,16.2,.491,7.4,14.2,.519,0.6,2.0,.293,4.4,6.1,.729,4.0,2.6,2.6,0.2,,2.6,20.4,-0.58
0,Spud Webb,2,NC State,ACC,33,27.8,4.2,8.8,.481,,,,,,,2.6,3.4,.761,2.0,5.3,2.0,0.1,2.3,2.6,11.1,6.78
0,Pete Williams,2,Arizona,Pac-10,31,32.1,4.7,7.7,.607,,,,,,,3.1,5.5,.561,8.5,1.2,1.2,0.7,1.6,2.5,12.5,4.44
0,Derrick Gervin,3,UTSA,Ind,28,33.9,9.7,17.3,.563,,,,,,,6.2,7.6,.817,9.6,1.8,1.4,0.9,2.5,2.8,25.6,-6.42
0,Cozell McQueen,4,NC State,ACC,33,33.7,3.3,5.9,.551,,,,,,,1.7,2.8,.626,6.9,0.7,0.4,0.9,1.5,2.8,8.3,6.78
0,Dexter Shouse,2,South Alabama,Sun Belt,28,34.4,6.1,12.1,.501,,,,,,,2.1,2.8,.769,3.0,4.2,2.8,0.8,3.0,2.9,14.3,1.02
0,Ralph Lewis,4,La Salle,MAAC,28,38.0,7.2,12.9,.558,,,,,,,4.4,5.9,.739,9.6,0.9,1.9,1.4,2.4,3.1,18.7,-2.29
0,Michael Phelps,4,Alcorn State,SWAC,30,28.0,7.1,14.4,.494,,,,,,,3.6,5.1,.695,3.4,3.0,,,,,17.8,-5.59
0,Brad Daugherty,4,UNC,ACC,34,32.0,8.4,12.9,.648,,,,,,,3.5,5.1,.684,9.0,1.8,1.0,1.1,2.3,2.7,20.2,8.51
0,Chris Washburn,2,NC State,ACC,34,34.9,7.1,12.6,.562,,,,,,,3.4,5.2,.665,6.7,0.9,0.9,0.9,2.4,1.9,17.6,10.39
0,Chuck Person,4,Auburn,SEC,33,35.7,9.4,18.1,.519,,,,,,,2.7,3.4,.804,7.9,0.9,0.9,0.4,2.2,2.5,21.5,9.65
0,Kenny Walker,4,Kentucky,SEC,36,34.8,7.2,12.4,.582,,,,,,,5.6,7.3,.764,7.7,1.4,1.3,1.2,1.5,2.5,20.0,9.63
0,William Bedford,3,Memphis,Metro,32,32.4,7.1,12.2,.584,,,,,,,3.1,4.9,.628,8.5,0.6,0.3,2.7,1.6,2.3,17.3,5.48
0,Roy Tarpley,4,Michigan,Big Ten,33,31.7,6.2,11.5,.541,,,,,,,3.5,4.3,.811,8.8,1.4,1.5,2.9,2.6,3.1,15.9,9.55
0,Ron Harper,4,Miami (OH),MAC,31,36.9,10.1,18.5,.545,,,,,,,4.3,6.5,.665,11.7,4.3,3.3,2.3,2.8,2.7,24.4,-0.07
0,Brad Sellers,5,Ohio State,Big Ten,33,37.4,7.1,14.9,.476,,,,,,,5.6,6.8,.819,12.6,1.6,1.3,2.9,2.9,2.9,19.8,9.69
0,Johnny Dawkins,4,Duke,ACC,40,33.1,8.3,15.1,.549,,,,,,,3.7,4.5,.812,3.6,3.2,1.3,0.1,2.7,1.9,20.2,9.50
0,John Salley,4,Georgia Tech,ACC,34,33.7,5.1,8.4,.606,,,,,,,3.0,5.0,.594,6.7,3.4,0.8,1.7,,3.2,13.1,11.70
0,John Williams,2,LSU,SEC,37,34.5,7.3,14.6,.498,,,,,,,3.2,4.2,.774,8.5,3.3,1.2,0.6,2.6,2.9,17.8,10.71
0,Pearl Washington,3,Syracuse,Big East,32,32.3,6.8,12.6,.535,,,,,,,3.8,5.3,.726,2.5,7.8,2.6,0.0,3.3,2.7,17.3,6.65
0,Walter Berry,2,St. John's (NY),Big East,36,36.6,9.1,15.2,.598,,,,,,,4.8,6.9,.702,11.1,1.0,0.8,2.1,3.1,2.6,23.0,6.26
0,Dell Curry,4,Virginia Tech,Metro,30,37.2,10.2,19.2,.529,,,,,,,3.7,4.7,.789,6.8,3.8,2.6,0.6,3.0,2.7,24.1,5.65
0,Maurice Martin,4,St. Joseph's,A-10,30,33.2,6.6,13.5,.488,,,,,,,4.6,6.1,.750,5.8,3.2,1.8,0.4,,3.2,17.8,0.95
0,Harold Pressley,4,Villanova,Big East,37,34.8,6.1,11.9,.507,,,,,,,4.6,6.1,.768,10.1,2.4,2.2,2.2,,,16.8,6.26
0,Mark Alarie,4,Duke,ACC,40,29.8,6.6,12.3,.535,,,,,,,4.1,4.9,.822,6.2,0.7,1.5,0.7,1.9,3.0,17.2,9.50
0,Billy Thompson,4,Louisville,Metro,39,31.2,5.7,9.8,.576,,,,,,,3.6,5.0,.714,7.8,3.9,0.8,1.6,3.6,3.2,14.9,10.41
0,Buck Johnson,4,Alabama,SEC,29,37.3,8.1,14.0,.577,,,,,,,4.4,5.3,.832,8.3,1.4,1.0,1.3,2.9,3.1,20.7,9.09
0,Anthony Jones,5,UNLV,PCAA,38,33.1,7.3,14.3,.510,,,,,,,2.3,3.1,.754,5.4,2.8,1.8,0.4,1.5,2.6,17.5,4.34
0,Scott Skiles,4,Michigan State,Big Ten,31,37.8,10.7,19.3,.554,,,,,,,6.1,6.7,.900,4.4,6.5,1.7,0.0,3.3,1.8,27.4,7.98
0,Mark Price,4,Georgia Tech,ACC,34,35.4,6.9,13.0,.528,,,,,,,3.6,4.3,.855,2.8,4.4,1.9,0.1,2.6,1.8,17.4,11.70
0,Greg Dreiling,5,Kansas,Big 8,39,26.4,4.6,7.7,.600,,,,,,,2.3,3.3,.711,6.7,1.5,0.3,1.2,1.8,3.1,11.6,10.42
0,Larry Krystkowiak,4,Montana,Big Sky,32,34.9,8.1,13.9,.578,,,,,,,6.0,7.9,.760,11.4,1.5,1.0,0.3,1.8,2.5,22.2,0.12
0,Johnny Newman,4,Richmond,CAA,30,37.4,8.4,16.3,.517,,,,,,,5.1,5.7,.890,7.3,0.9,1.2,1.0,1.9,3.0,22.0,0.92
0,Nate McMillan,2,NC State,ACC,34,35.5,3.7,7.7,.485,,,,,,,1.9,2.6,.733,4.6,6.9,2.6,0.8,2.9,2.6,9.4,10.39
0,Cedric Henderson,1,Georgia,SEC,28,26.5,6.0,11.0,.544,,,,,,,3.5,5.2,.683,7.1,0.9,1.8,1.1,2.0,3.0,15.5,7.16
0,Kevin Duckworth,4,Eastern Illinois,Mid-Cont,32,32.0,7.8,12.4,.631,,,,,,,3.9,5.1,.762,9.1,0.7,0.7,1.3,2.1,3.5,19.5,-1.89
0,Johnny Rogers,5,UC-Irvine,PCAA,29,35.5,7.9,15.1,.523,,,,,,,4.2,5.1,.824,8.6,2.0,0.5,0.9,2.5,3.3,20.0,2.57
0,Milt Wagner,5,Louisville,Metro,39,33.6,5.6,11.4,.495,,,,,,,3.5,4.1,.862,3.1,4.2,1.3,0.3,3.2,2.4,14.8,10.41
0,Rafael Addison,4,Syracuse,Big East,32,31.6,6.4,12.0,.532,,,,,,,2.2,2.7,.793,5.6,4.2,1.3,0.5,2.2,2.2,15.0,6.65
0,Otis Smith,4,Jacksonville,Sun Belt,31,37.5,5.8,12.5,.465,,,,,,,3.6,4.8,.758,8.0,3.2,1.9,2.3,2.9,2.6,15.3,5.77
0,Dave Feitl,4,UTEP,WAC,33,30.8,6.3,12.5,.505,,,,,,,4.0,5.5,.725,6.8,1.2,0.3,1.2,2.2,3.3,16.6,0.60
0,David Wingate,4,Georgetown,Big East,32,29.9,6.1,12.3,.497,,,,,,,3.7,4.8,.755,4.0,2.3,1.7,0.2,2.1,2.5,15.9,6.78
0,Keith Smith,4,Loyola Marymount,WCAC,29,34.7,8.2,16.4,.500,,,,,,,4.6,5.9,.767,1.8,7.0,1.3,0.2,3.6,2.6,21.0,-1.58
0,Jeff Hornacek,4,Iowa State,Big 8,33,37.2,5.4,11.2,.478,,,,,,,2.9,3.8,.776,3.8,6.6,1.9,0.2,2.4,2.8,13.7,10.69
0,Michael Jackson,4,Georgetown,Big East,32,29.6,4.1,8.1,.500,,,,,,,2.4,3.0,.811,2.0,6.3,1.3,0.1,2.8,2.5,10.5,6.78
0,Forrest McKenzie,4,Loyola Marymount,WCAC,29,34.8,8.8,17.4,.508,,,,,,,2.4,3.0,.826,7.8,2.0,1.1,0.3,2.4,2.7,20.1,-1.58
0,Kevin Henderson,3,Cal State Fullerton,PCAA,21,27.4,6.0,11.3,.525,,,,,,,4.0,4.9,.816,1.9,4.0,1.1,0.0,2.6,2.7,15.9,1.74
0,Mike Williams,5,Bradley,MVC,35,30.4,5.7,9.3,.610,,,,,,,2.6,4.7,.561,7.1,0.9,0.7,1.0,2.4,3.1,14.0,2.58
0,Ricky Wilson,4,George Mason,CAA,32,32.8,5.6,11.6,.482,,,,,,,3.9,5.7,.687,3.1,3.8,1.1,0.2,2.7,2.4,15.1,-0.22
0,Tod Murphy,4,UC-Irvine,PCAA,30,37.2,7.0,12.6,.558,7.0,12.6,.557,0.0,0.0,1.000,6.1,8.1,.746,7.2,2.1,0.9,0.4,2.6,3.0,20.1,2.57
0,Dwayne Polee,5,Pepperdine,WCAC,30,31.5,6.0,11.1,.538,,,,,,,3.8,5.1,.750,2.8,4.2,1.5,0.3,2.9,2.8,15.7,-0.79
0,Kenny Gattison,4,Old Dominion,Sun Belt,31,32.5,7.0,11.0,.637,,,,,,,3.3,4.9,.673,7.8,1.0,1.0,1.6,2.5,2.9,17.4,5.48
0,Bruce Douglas,4,Illinois,Big Ten,32,33.4,3.7,7.8,.476,,,,,,,1.5,1.9,.783,2.8,6.2,2.8,0.3,1.7,2.1,8.8,9.44
0,Dave Henderson,4,Duke,ACC,39,27.9,5.6,10.7,.518,,,,,,,3.1,4.1,.744,4.8,2.4,1.3,0.1,,,14.2,9.50
0,John Shasky,4,Minnesota,Big Ten,30,35.6,5.8,11.1,.524,,,,,,,3.4,5.1,.664,7.0,0.7,0.5,1.9,1.5,2.7,15.0,10.34
0,Dave Hoppen,4,Nebraska,Big 8,19,35.2,7.9,12.9,.616,,,,,,,6.2,7.7,.803,7.7,1.6,0.7,0.6,1.8,2.9,22.1,8.92
0,Anthony Bowie,2,Oklahoma,Big 8,35,33.4,5.8,11.5,.502,,,,,,,1.8,2.2,.808,4.6,4.7,1.6,0.5,2.2,2.8,13.3,8.49
0,Ron Rowan,5,St. John's (NY),Big East,36,37.8,5.9,11.2,.525,,,,,,,2.4,2.8,.871,2.8,4.4,1.1,0.1,2.3,2.1,14.2,6.26
0,Andre Turner,4,Memphis,Metro,34,33.4,5.8,12.1,.478,,,,,,,2.4,2.8,.854,2.0,7.7,2.6,0.1,3.1,2.3,13.9,5.48
0,Jim Les,5,Bradley,MVC,35,36.5,5.7,11.7,.485,,,,,,,2.9,3.9,.756,3.4,7.9,1.5,0.1,2.7,2.5,14.2,2.58
0,Scott Meents,4,Illinois,Big Ten,32,15.8,2.4,4.6,.520,,,,,,,0.8,0.9,.800,2.8,1.4,0.5,0.7,1.4,1.8,5.6,9.44
0,Grant Gondrezick,4,Pepperdine,WCAC,30,22.3,4.8,8.6,.560,,,,,,,3.7,4.4,.842,3.7,2.7,0.6,0.0,1.4,2.2,13.3,-0.79
0,Myron Jackson,4,Little Rock,TAAC,34,33.1,8.3,18.2,.453,,,,,,,2.9,3.8,.767,4.0,2.1,1.1,0.1,2.1,2.8,19.4,-4.89
0,Conner Henry,4,UCSB,PCAA,27,36.3,6.0,13.7,.436,,,,,,,3.9,4.9,.789,4.9,,0.9,0.2,2.7,2.9,17.3,2.21
0,Richard Rellford,4,Michigan,Big Ten,33,23.7,4.5,7.5,.598,,,,,,,2.7,3.4,.796,4.7,0.5,0.7,0.3,1.4,2.6,11.8,9.55
0,Clinton Smith,4,Cleveland State,Mid-Cont,33,25.6,6.8,12.1,.565,,,,,,,2.5,3.7,.659,5.2,1.7,1.8,0.2,1.7,1.4,16.2,-2.48
0,Dominic Pressley,4,Boston College,Big East,27,32.8,4.9,9.7,.500,,,,,,,2.5,3.4,.731,3.4,2.7,1.9,0.3,2.5,3.5,12.2,7.05
0,Steffond Johnson,5,San Diego State,WAC,17,31.1,6.1,12.4,.490,,,,,,,3.6,6.5,.550,8.4,0.6,0.8,0.6,2.9,3.2,15.7,1.93
0,Pete Myers,2,Little Rock,TAAC,34,33.6,6.7,12.6,.534,,,,,,,5.7,7.7,.747,7.9,2.8,1.2,0.5,2.7,2.8,19.2,-4.89
0,Curtis Kitchen,4,South Florida,Sun Belt,28,32.6,2.9,5.9,.488,,,,,,,1.4,2.9,.494,8.6,0.9,0.6,3.2,2.3,3.5,7.1,4.60
0,Tim Kempton,4,Notre Dame,Ind,28,22.0,2.5,4.5,.543,,,,,,,1.5,2.1,.741,5.1,2.2,0.6,0.3,,2.0,6.5,4.16
0,Anthony Frederick,2,Pepperdine,WCAC,30,31.2,4.1,7.5,.547,,,,,,,1.2,1.9,.621,6.9,2.3,1.3,2.1,2.1,3.2,9.4,-0.79
0,David Robinson,4,Navy,CAA,32,34.6,10.9,18.5,.591,10.9,18.5,.591,0.0,0.0,1.000,6.3,9.9,.637,11.8,1.0,2.1,4.5,2.2,2.7,28.2,-1.44
0,Armen Gilliam,3,UNLV,PCAA,39,32.3,9.2,15.3,.600,9.2,,,0.0,,,4.7,6.5,.728,9.3,0.9,1.4,0.9,1.8,2.4,23.2,6.09
0,Dennis Hopson,4,Ohio State,Big Ten,33,35.1,10.2,19.8,.518,8.2,14.9,.550,2.0,4.8,.419,6.5,8.0,.814,8.2,3.6,2.2,0.6,2.8,2.3,29.0,8.48
0,Reggie Williams,4,Georgetown,Big East,34,35.4,8.4,17.3,.482,6.1,11.4,.532,2.3,5.9,.386,4.6,5.7,.804,8.6,2.7,2.1,0.6,2.2,2.7,23.6,8.01
0,Kenny Smith,4,UNC,ACC,34,32.1,6.1,12.2,.502,3.6,5.9,.602,2.6,6.3,.408,2.1,2.6,.807,2.2,6.1,1.5,0.1,3.1,1.4,16.9,8.71
0,Kevin Johnson,4,California,Pac-10,34,32.8,6.2,13.2,.471,4.8,9.6,.503,1.4,3.6,.387,3.3,4.1,.819,3.9,5.0,1.5,0.3,2.8,1.9,17.2,5.68
0,Olden Polynice,3,Virginia,ACC,30,35.8,6.1,10.7,.572,,,,,,,3.9,6.1,.637,8.0,0.5,0.3,1.1,2.9,2.9,16.1,9.39
0,Derrick McKey,3,Alabama,SEC,33,36.3,7.5,12.9,.581,6.8,11.4,.603,0.6,1.5,.420,3.0,3.5,.862,7.5,1.8,1.4,2.3,2.5,2.4,18.6,8.99
0,Horace Grant,4,Clemson,ACC,31,32.6,8.3,12.6,.656,8.2,12.5,.657,0.0,0.1,.500,4.5,6.3,.708,9.6,2.0,1.2,0.8,2.2,2.6,21.0,3.56
0,Reggie Miller,4,UCLA,Pac-10,32,36.4,7.7,14.2,.543,5.6,9.3,.597,2.2,4.9,.439,4.7,5.6,.832,5.4,2.2,2.0,0.2,1.9,2.0,22.3,6.89
0,Muggsy Bogues,4,Wake Forest,ACC,29,39.0,5.5,11.0,.500,4.3,8.2,.519,1.2,2.7,.443,2.6,3.2,.806,3.8,9.5,2.4,0.0,3.7,2.1,14.8,5.66
0,Joe Wolf,4,UNC,ACC,34,29.6,6.2,10.9,.571,5.6,9.7,.571,0.7,1.2,.575,2.0,2.6,.793,7.1,2.9,1.3,0.3,1.7,2.5,15.2,8.71
0,Tellis Frank,4,Western Kentucky,Sun Belt,38,32.9,7.4,14.3,.518,7.4,14.3,.518,0.0,0.0,,3.2,4.6,.697,7.4,2.2,1.1,0.6,2.5,3.1,18.0,2.46
0,Jose Ortiz,2,Oregon State,Pac-10,30,36.7,8.3,14.2,.584,8.2,14.1,.584,0.0,0.1,.500,5.7,7.9,.725,8.7,1.6,1.2,1.4,2.9,2.7,22.3,5.27
0,Chris Welp,4,Washington,Pac-10,35,32.7,8.0,13.5,.594,8.0,13.5,.594,0.0,0.0,,4.8,6.5,.739,9.0,1.3,1.1,1.8,2.8,3.5,20.8,4.43
